iter	RMSE	MAE
298	19.55547576	14.00600729
299	19.54608031	13.9989431
300	19.53892144	13.99126558
301	19.52989252	13.98328965
302	19.52478004	13.97765256
303	19.51787753	13.97015292
304	19.50737033	13.96035089
305	19.49740313	13.95101351
306	19.49248411	13.94552012
307	19.47958464	13.93420893
308	19.47263895	13.92861248
309	19.45446483	13.91604953
310	19.45158105	13.91308978
311	19.44138439	13.90367715
312	19.43573714	13.89728516
313	19.42417795	13.88947494
314	19.41541077	13.88093515
315	19.40610532	13.87153311
316	19.3931709	13.8624635
317	19.38433213	13.85354023
318	19.37747311	13.84562334
319	19.36613604	13.83458699
320	19.35548015	13.82239574
321	19.34801265	13.81435623
322	19.34039831	13.80662828
323	19.33304018	13.79913377
324	19.32187766	13.79010317
325	19.30501167	13.77522617
326	19.29744713	13.76552312
327	19.29291064	13.7596673
328	19.28760049	13.75247933
329	19.27741684	13.74102807
330	19.26863006	13.73254243
331	19.26427187	13.7267709
332	19.24799964	13.71632675
333	19.24452786	13.71214906
334	19.23918633	13.70697186
335	19.23003815	13.69905175
336	19.21847874	13.69123038
337	19.21239911	13.68461102
338	19.20519881	13.67510365
339	19.18866991	13.66266467
340	19.18103439	13.65306475
341	19.16975499	13.64412376
342	19.16170089	13.63663057
343	19.15457333	13.62817336
344	19.14714697	13.62119452
345	19.14039164	13.61410627
346	19.13242231	13.60725399
347	19.12160262	13.59787002
348	19.1126147	13.58831574
349	19.10651335	13.58102073
350	19.10003116	13.57233455
351	19.08895423	13.56208175
352	19.08064254	13.55427296
353	19.0692467	13.54409523
354	19.06095014	13.53365199
355	19.04865815	13.52281455
356	19.04153536	13.51537953
357	19.03222195	13.5065146
358	19.02819044	13.5009008
359	19.02374285	13.49543159
360	19.00306428	13.47928949
361	18.99582636	13.47241063
362	18.98254476	13.46100689
363	18.97486909	13.45148003
364	18.96683664	13.44331832
365	18.95774095	13.43480338
366	18.95270217	13.42781992
367	18.94739664	13.42116869
368	18.93828886	13.41121057
369	18.92987406	13.40496708
370	18.91833539	13.3955193
371	18.90508053	13.38417396
372	18.895364	13.37573613
373	18.88467249	13.3677931
374	18.8775303	13.35867085
375	18.87325982	13.35390576
376	18.86796718	13.34709997
377	18.86339113	13.34140256
378	18.86140089	13.33837312
379	18.85747927	13.33467731
380	18.84977992	13.3254181
381	18.84472573	13.3198588
382	18.83729893	13.31203911
383	18.83301628	13.30597851
384	18.82697495	13.29853815
385	18.81993645	13.2931825
386	18.81538711	13.2883074
387	18.8111762	13.28375696
388	18.80491386	13.27650168
389	18.80240798	13.27278594
390	18.79607286	13.26650199
391	18.79184704	13.26117083
392	18.7871644	13.25584647
393	18.77545247	13.24446634
394	18.77082051	13.23875614
395	18.76484961	13.23400397
396	18.75703079	13.22607001
397	18.74953468	13.21866299
398	18.74193225	13.21155474
399	18.7375079	13.20660917
400	18.73055005	13.19933117
401	18.72166873	13.19174911
402	18.71109206	13.18453497
403	18.70594195	13.18004138
404	18.69812216	13.17320081
405	18.68777059	13.16357343
406	18.68003661	13.15515576
407	18.67535359	13.14953221
408	18.67261012	13.14641534
409	18.6681085	13.1423924
410	18.6623135	13.13441414
411	18.65433343	13.12687074
412	18.6393798	13.11753064
413	18.63102348	13.10887181
414	18.62704929	13.10436821
415	18.62041848	13.09778124
416	18.61556551	13.09177255
417	18.59698756	13.07966458
418	18.59180037	13.07322228
419	18.58674861	13.06709701
420	18.57868209	13.05857051
421	18.5678068	13.04874999
422	18.55698332	13.03964369
423	18.55212068	13.03521805
424	18.54191775	13.02719968
425	18.53757375	13.02176268
426	18.53502384	13.01857524
427	18.52952134	13.01265796
428	18.52420897	13.00601834
429	18.51921718	12.99975051
430	18.50824396	12.99052434
431	18.50176782	12.98295048
432	18.49647572	12.9769819
433	18.49131098	12.97006322
434	18.48631397	12.96449775
435	18.47617743	12.9563914
436	18.46977236	12.94851105
437	18.4652546	12.94255845
438	18.46411433	12.9404076
439	18.4561451	12.93142205
440	18.4491393	12.92402777
441	18.43762943	12.91521444
442	18.4342766	12.91097479
443	18.42920394	12.90462944
444	18.42266952	12.89711921
445	18.40873857	12.88869189
446	18.40379303	12.88243491
447	18.39895141	12.87670587
448	18.3927889	12.87051652
449	18.38737577	12.86553793
450	18.38117667	12.85966811
451	18.37464285	12.8535101
452	18.36668047	12.84481887
453	18.36538008	12.84228527
454	18.35540934	12.83402547
455	18.34839059	12.82648739
456	18.34379103	12.82047688
457	18.33655999	12.81289326
458	18.33341343	12.80937022
459	18.32829615	12.80427648
460	18.32278506	12.79956994
461	18.31557031	12.79101891
462	18.31148764	12.78586677
463	18.30358333	12.77761277
464	18.3012501	12.77477316
465	18.29616869	12.76943724
466	18.28932998	12.76195126
467	18.28422603	12.7570435
468	18.27972983	12.75147218
469	18.26597567	12.74025431
470	18.26073322	12.73372627
471	18.25428771	12.72687537
472	18.25136849	12.72274023
473	18.24646408	12.71607972
474	18.23964662	12.70868992
475	18.23364689	12.70145566
476	18.23229286	12.69943723
477	18.2294117	12.69558174
478	18.22466527	12.69027507
479	18.22108609	12.68736667
480	18.21784558	12.6834661
481	18.21281614	12.67863186
482	18.20996709	12.67489443
483	18.20770137	12.67219347
484	18.20178192	12.66580316
485	18.19726115	12.66230117
486	18.19097407	12.65399235
487	18.18390121	12.64711293
488	18.17931955	12.64214971
489	18.17251766	12.63576372
490	18.16627489	12.62870815
491	18.16329144	12.62473444
492	18.15147535	12.61561161
493	18.14590512	12.61206753
494	18.1401305	12.60622473
495	18.13381894	12.59925811
496	18.13254098	12.59678898
497	18.1254317	12.58819503
498	18.12051439	12.58209463
499	18.11318406	12.57493476
500	18.10862732	12.570494
501	18.10249686	12.56545212
502	18.0973108	12.55909643
503	18.09311617	12.55416541
504	18.08865745	12.54895662
505	18.08361774	12.54273441
506	18.07790416	12.53640513
507	18.06450424	12.52547723
508	18.05958865	12.52024935
509	18.05459649	12.51544714
510	18.0485434	12.50692821
511	18.04436535	12.50264597
512	18.04128712	12.49915859
513	18.03522425	12.49297667
514	18.03200643	12.48984467
515	18.02678236	12.48315472
516	18.0237492	12.47921078
517	18.01938929	12.47467167
518	18.01503661	12.46921523
519	18.0123845	12.46587716
520	18.00705195	12.46015304
521	18.00075945	12.45546683
522	17.9960061	12.45061021
523	17.9893723	12.44424554
524	17.98278776	12.4354227
525	17.97785456	12.42947229
526	17.97087464	12.42313882
527	17.96573821	12.41677874
528	17.95972632	12.41136371
529	17.95629488	12.4071289
530	17.94896669	12.40040175
531	17.94316637	12.39509751
532	17.93878584	12.3901286
533	17.93360323	12.38480037
534	17.93217427	12.38284485
535	17.92575053	12.37603776
536	17.923013	12.37199976
537	17.91718459	12.36386829
538	17.91168546	12.3577845
539	17.90118071	12.34879456
540	17.89579143	12.34386181
541	17.89024332	12.33763868
542	17.87867204	12.32948942
543	17.87350711	12.32399654
544	17.86720365	12.31725643
545	17.8611028	12.3114913
546	17.85707354	12.30675745
547	17.85409536	12.30225936
548	17.84553064	12.29490383
549	17.83823414	12.28817865
550	17.83224802	12.28236062
551	17.82747341	12.27644361
552	17.82225941	12.27042092
553	17.81926272	12.26682703
554	17.8143551	12.26267345
555	17.81023878	12.25804178
556	17.80603972	12.25407474
557	17.80131671	12.24881119
558	17.79682392	12.24449721
559	17.79092055	12.23873227
560	17.78766636	12.23454007
561	17.78134751	12.22756298
562	17.77796595	12.22430673
563	17.77455338	12.22150549
564	17.76268473	12.21321736
565	17.76180943	12.21134534
566	17.75744379	12.20650284
567	17.75073174	12.19937739
568	17.74639347	12.19400885
569	17.74456861	12.19158373
570	17.7392693	12.18588939
571	17.73351589	12.17843277
572	17.72897542	12.17336929
573	17.72520351	12.1683878
574	17.72313253	12.1662549
575	17.71387927	12.15851484
576	17.7084446	12.15411878
577	17.70653505	12.15058217
578	17.70295029	12.14598909
579	17.69600652	12.13816492
580	17.68920865	12.12872458
581	17.68545902	12.12562925
582	17.68304815	12.12237843
583	17.67919657	12.11816548
584	17.67529282	12.11305208
585	17.67119399	12.10886198
586	17.66745051	12.10434611
587	17.66210233	12.09843159
588	17.65357437	12.09090139
589	17.64657773	12.08396414
590	17.64151252	12.07920401
591	17.63350917	12.07139604
592	17.62985671	12.06627684
593	17.62372074	12.06122926
594	17.61985346	12.0562191
595	17.61358829	12.04963169
596	17.61002345	12.04682691
597	17.60373099	12.04083164
598	17.60109259	12.0368319
599	17.59545208	12.03124265
600	17.59096211	12.02695104
601	17.58642513	12.02230587
602	17.5796183	12.01793891
603	17.5759402	12.01392914
604	17.57187796	12.0112265
605	17.56869593	12.00794626
606	17.56740731	12.00555378
607	17.56384843	12.0019204
608	17.56264903	12.00051131
609	17.55823492	11.99602013
610	17.55422894	11.99110967
611	17.54964504	11.98630532
612	17.54137486	11.97936143
613	17.53978705	11.97781114
614	17.53280971	11.97101877
615	17.52860334	11.96650709
616	17.52214032	11.96146898
617	17.51750839	11.9557325
618	17.51461875	11.95180687
619	17.51203383	11.94887985
620	17.50589536	11.94335376
621	17.5037485	11.94102022
622	17.50158171	11.93800525
623	17.4965216	11.93354917
624	17.49061721	11.92791257
625	17.48782696	11.9244209
626	17.47560276	11.91491849
627	17.46939518	11.910112
628	17.46502907	11.90623166
629	17.46325492	11.90348856
630	17.45522103	11.89766882
631	17.45121561	11.89324736
632	17.4481439	11.88892514
633	17.44464843	11.88516311
634	17.44089938	11.87990334
635	17.43642286	11.87600879
636	17.43341212	11.87244446
637	17.43096698	11.8694117
638	17.42594744	11.8645491
639	17.42481208	11.86238583
640	17.42050683	11.8582748
641	17.4027143	11.85109443
642	17.39535979	11.84405583
643	17.39295427	11.84040219
644	17.38987749	11.83593005
645	17.38713499	11.83219372
646	17.38456966	11.82963562
647	17.38135453	11.82517364
648	17.37601916	11.819257
649	17.37108434	11.81488135
650	17.36965598	11.8121251
651	17.36846769	11.81017375
652	17.36535769	11.80596479
653	17.36058464	11.80055206
654	17.35670954	11.7957122
655	17.35231971	11.79016491
656	17.3488556	11.78652798
657	17.34651981	11.78329726
658	17.34329592	11.77931525
659	17.33963595	11.7753825
660	17.33454546	11.77052887
661	17.33292491	11.767846
662	17.33052494	11.76525954
663	17.32762339	11.7613119
664	17.32348962	11.75740679
665	17.32178609	11.7551924
666	17.31687777	11.75071543
667	17.31452728	11.74733086
668	17.31209797	11.74460239
669	17.30850333	11.73970025
670	17.30502334	11.73522087
671	17.30178137	11.73148089
672	17.29947209	11.72799455
673	17.29515492	11.72322698
674	17.291714	11.71963532
675	17.28598177	11.71426618
676	17.28183278	11.70916875
677	17.27767579	11.70323894
678	17.27603732	11.70056355
679	17.27507191	11.69937056
680	17.26972862	11.69509124
681	17.2665216	11.69072157
682	17.26481605	11.68875592
683	17.26142117	11.6851282
684	17.25975202	11.6834119
685	17.25437607	11.67833841
686	17.25073228	11.67366289
687	17.24720808	11.66981795
688	17.24469113	11.66723534
689	17.24044164	11.6622033
690	17.23689869	11.65764433
691	17.22989401	11.65119735
692	17.22455919	11.64487839
693	17.21791524	11.63927375
694	17.21096756	11.63267317
695	17.20807613	11.62945381
696	17.20314086	11.62565666
697	17.20145272	11.62376737
698	17.19851571	11.62062738
699	17.19570442	11.6171369
700	17.19440422	11.61575153
701	17.18949198	11.61056087
702	17.18515653	11.60611691
703	17.18098408	11.60085427
704	17.18012141	11.59904526
705	17.17748163	11.59526503
706	17.17354118	11.59102396
707	17.17043293	11.58706835
708	17.16683989	11.58360135
709	17.15451486	11.57572092
710	17.15030862	11.5708491
711	17.14632529	11.56520168
712	17.14454915	11.56328136
713	17.14084009	11.56047661
714	17.13672213	11.55707949
715	17.13321599	11.55297414
716	17.13036137	11.54993902
717	17.12742755	11.54670688
718	17.12578607	11.54427337
719	17.12259356	11.54082966
720	17.11734873	11.53646664
721	17.11364907	11.53226692
722	17.10867816	11.52710927
723	17.10316587	11.52084895
724	17.09789117	11.51566085
725	17.09669177	11.51419166
726	17.09334583	11.50995967
727	17.0889249	11.50419052
728	17.0835731	11.49918897
729	17.07960403	11.49474524
730	17.07729226	11.49318305
731	17.07294912	11.48735252
732	17.06946845	11.48324236
733	17.06681667	11.47943602
734	17.06304045	11.47556482
735	17.06030352	11.47221267
736	17.05686779	11.46842368
737	17.05556366	11.46661597
738	17.05247667	11.46346293
739	17.04897138	11.45866868
740	17.04475243	11.45427427
741	17.04263489	11.45216317
742	17.04066626	11.4490764
743	17.03572908	11.44392938
744	17.03029039	11.43813663
745	17.02890302	11.43582001
746	17.02658015	11.43286642
747	17.02130353	11.42738665
748	17.01735582	11.42339458
749	17.01245292	11.4183296
750	17.0075523	11.41440725
751	17.0028408	11.40930051
752	17.00082673	11.40617174
753	16.9966306	11.40249146
754	16.99279029	11.39825187
755	16.99108282	11.39577121
756	16.9872517	11.39110872
757	16.98432634	11.38870185
758	16.98294351	11.38656033
759	16.98175267	11.38450724
760	16.97763508	11.38002748
761	16.97308187	11.37463747
762	16.96861486	11.36892701
763	16.96416621	11.364152
764	16.95885075	11.3586443
765	16.95407048	11.3530305
766	16.95036014	11.34870959
767	16.94621004	11.34449252
768	16.94341627	11.34094709
769	16.93912723	11.33663833
770	16.93580434	11.33290908
771	16.92982588	11.32757052
772	16.92752332	11.32522644
773	16.92320798	11.32074087
774	16.91850663	11.31647727
775	16.91473266	11.31175893
776	16.91214937	11.30849138
777	16.90957588	11.30596556
778	16.90549829	11.30228622
779	16.90214772	11.29883587
780	16.8992778	11.29558234
781	16.89534149	11.29113972
782	16.89290244	11.28738816
783	16.88862197	11.281617
784	16.8801518	11.27500856
785	16.87802499	11.27204781
786	16.87620043	11.27021828
787	16.87346269	11.26665033
788	16.8720047	11.26512029
789	16.87029287	11.26255179
790	16.86562893	11.25831189
791	16.86218513	11.25413601
792	16.85961392	11.25045526
793	16.85883405	11.24962384
794	16.85404149	11.24384793
795	16.85027563	11.23947959
796	16.84873909	11.23740683
797	16.84436647	11.23301165
798	16.84235269	11.23086136
799	16.83672654	11.2250598
800	16.83250495	11.22083421
801	16.8271141	11.21675861
802	16.82285712	11.21312653
803	16.81854117	11.21040451
804	16.81234713	11.20545058
805	16.80805792	11.20031188
806	16.80648532	11.19759306
807	16.80389396	11.19461231
808	16.80210433	11.19237374
809	16.79477181	11.18698793
810	16.79138417	11.18188365
811	16.78758456	11.17751356
812	16.7823634	11.1739133
813	16.77785275	11.16934339
814	16.77184976	11.16453342
815	16.76849683	11.16086375
816	16.76708999	11.15877284
817	16.76347693	11.15528886
818	16.75867587	11.14995754
819	16.75518063	11.14705858
820	16.75337086	11.14491018
821	16.74683609	11.13953339
822	16.7441401	11.13602837
823	16.74151288	11.13336776
824	16.73740163	11.12916077
825	16.7346777	11.12601188
826	16.72926116	11.12128933
827	16.72647378	11.11816501
828	16.72302759	11.11448964
829	16.72244744	11.11346504
830	16.71974265	11.10977209
831	16.71790035	11.10739475
832	16.71579727	11.10436721
833	16.71349778	11.1020258
834	16.70972293	11.0985404
835	16.70527707	11.09449561
836	16.70352006	11.09159894
837	16.69945517	11.08858271
838	16.69659935	11.08487848
839	16.69142016	11.08153361
840	16.68957563	11.07976411
841	16.68618559	11.07616557
842	16.68186902	11.07170033
843	16.67741941	11.06747244
844	16.67173167	11.06214384
845	16.66853678	11.05835295
846	16.66198996	11.0532142
847	16.66130418	11.05224659
848	16.65532579	11.04664496
849	16.65308245	11.0442827
850	16.64910617	11.04009226
851	16.64633236	11.03660951
852	16.64358825	11.03333768
853	16.63911926	11.02971711
854	16.63503599	11.02511059
855	16.63255882	11.02178936
856	16.62922358	11.0177631
857	16.62611114	11.01489798
858	16.61948619	11.00837372
859	16.61581469	11.00324005
860	16.61476028	11.00133775
861	16.61370382	10.99991222
862	16.61023537	10.99617069
863	16.60866996	10.9932462
864	16.6060054	10.98966223
865	16.60264429	10.98640418
866	16.60035893	10.9837049
867	16.59377589	10.97854267
868	16.59155383	10.97604214
869	16.58839347	10.97277074
870	16.58540941	10.96931309
871	16.5809284	10.96507109
872	16.57696947	10.96124148
873	16.57184677	10.95561806
874	16.5681355	10.95235881
875	16.56441833	10.94895163
876	16.5631134	10.94675805
877	16.56127286	10.94447334
878	16.55906224	10.9417177
879	16.55574479	10.93814537
880	16.55267852	10.93554432
881	16.55104385	10.93288515
882	16.54914505	10.93084477
883	16.54539006	10.92686065
884	16.53995232	10.92171259
885	16.53796844	10.92016833
886	16.53439919	10.91703725
887	16.53152157	10.91463836
888	16.52810994	10.9111788
889	16.52700996	10.90939517
890	16.52097076	10.9043439
891	16.5158602	10.90064484
892	16.51236787	10.89672375
893	16.51049433	10.8938084
894	16.50878028	10.89160905
895	16.50732827	10.88922687
896	16.50476286	10.88656228
897	16.50131828	10.88432327
898	16.49980253	10.88239848
899	16.4960621	10.87893142
900	16.49245743	10.87599845
901	16.48777119	10.87269608
902	16.48382242	10.86904993
903	16.47579842	10.86365239
904	16.47306789	10.85979558
905	16.46783801	10.85493787
906	16.46547239	10.85266336
907	16.45912348	10.84731027
908	16.45390395	10.84236698
909	16.45063344	10.83792805
910	16.44891029	10.8360047
911	16.44472815	10.83083315
912	16.44040719	10.82688629
913	16.43645754	10.82308011
914	16.43020947	10.81732652
915	16.42585788	10.81281005
916	16.4210862	10.80875547
917	16.41991138	10.80690777
918	16.41800926	10.803698
919	16.40614354	10.79800526
920	16.4021685	10.79426684
921	16.39803851	10.79001254
922	16.3973369	10.78855672
923	16.3957596	10.78633299
924	16.38785025	10.78096389
925	16.38315535	10.77763874
926	16.3816628	10.77505862
927	16.37916897	10.77202773
928	16.37462925	10.7689093
929	16.37296452	10.76666768
930	16.37085744	10.76309516
931	16.3691851	10.76045003
932	16.36422961	10.75587777
933	16.36142774	10.75169152
934	16.35836953	10.74736624
935	16.35379327	10.74206388
936	16.34864208	10.73760098
937	16.34657277	10.7351945
938	16.34254283	10.7318444
939	16.33979553	10.72877533
940	16.33673828	10.72597163
941	16.3347818	10.72347108
942	16.33074154	10.71975182
943	16.32993452	10.71842269
944	16.32838482	10.71619572
945	16.32504862	10.71246438
946	16.32253763	10.70923305
947	16.31283301	10.70333819
948	16.31240069	10.70269131
949	16.30296215	10.69523071
950	16.2974931	10.68952326
951	16.2943442	10.68615005
952	16.29157414	10.68309166
953	16.28872758	10.68026952
954	16.2862018	10.67750987
955	16.28568559	10.67684278
956	16.28122765	10.67263081
957	16.27798203	10.66847252
958	16.27637269	10.66627537
959	16.27477549	10.66441844
960	16.26841123	10.66069902
961	16.26682155	10.65774963
962	16.26441957	10.65484268
963	16.25887721	10.64933687
964	16.25801786	10.64795359
965	16.25646756	10.64550131
966	16.25397018	10.64322565
967	16.24941588	10.64087549
968	16.24691324	10.63734208
969	16.24286304	10.6334144
970	16.24124729	10.6310955
971	16.23841088	10.62813187
972	16.23469737	10.62510663
973	16.23187986	10.62239562
974	16.22924175	10.61898298
975	16.22453897	10.61604153
976	16.22043264	10.61234857
977	16.21750894	10.60900653
978	16.21416609	10.60550116
979	16.21101614	10.6015437
980	16.20822302	10.597844
981	16.2050873	10.59454028
982	16.20338539	10.59224491
983	16.2019414	10.59012156
984	16.19948617	10.58731946
985	16.19686776	10.58379988
986	16.19315807	10.57885965
987	16.19140647	10.5765667
988	16.18913125	10.57422396
989	16.18840414	10.57310634
990	16.18690473	10.57147712
991	16.18538977	10.57005629
992	16.18225902	10.56655203
993	16.17998903	10.56396681
994	16.17822375	10.56175055
995	16.17730464	10.56039218
996	16.17521494	10.55761072
997	16.1729585	10.55453445
998	16.16580771	10.54875387
